#Site name:       Ny-Ålesund
#Abstract:        Tidevann og observert vannstand fra Ny-Ålesund
#Provider:        Statens kartverk sjø (Norwegian Hydrographic Service)
#Latitude:        78.92589000
#Longitude:       11.93140000
#Datum:           EUREF89
#Time interval:   3600 seconds
#Reference level: MSL (Middelvann (1996-2014))
#Z0: 95.2 cm
#Start time:      2023-07-01T01:00:00+02:00
#End time:        2023-08-01T01:00:00+02:00
#Unit:            cm
#Series1:         Water level observations
#Series2:         Predicted tide (astronomical)
#Series3:         Forecast
timestamp                observation astronomical_tide
2023-07-25T10:00:00+02:00   -14.0     3.5        
2023-07-25T11:00:00+02:00   -34.2   -17.4        
2023-07-25T12:00:00+02:00   -49.6   -33.3        
2023-07-25T13:00:00+02:00   -56.2   -40.8        
2023-07-25T14:00:00+02:00   -55.2   -38.8        
2023-07-25T15:00:00+02:00   -43.2   -28.3        
2023-07-25T16:00:00+02:00   -28.4   -12.2        
2023-07-25T17:00:00+02:00    -9.6     5.3        
2023-07-25T18:00:00+02:00     3.6    19.6        
2023-07-25T19:00:00+02:00    11.8    27.2        
2023-07-25T20:00:00+02:00     9.6    26.4        
2023-07-25T21:00:00+02:00     1.6    17.7        
2023-07-25T22:00:00+02:00   -14.4     3.3        
2023-07-25T23:00:00+02:00   -29.8   -13.0        
2023-07-26T00:00:00+02:00   -44.9   -26.4        
2023-07-26T01:00:00+02:00   -49.8   -32.9        
2023-07-26T02:00:00+02:00   -49.2   -31.0        
2023-07-26T03:00:00+02:00   -37.2   -20.9        
2023-07-26T04:00:00+02:00   -22.9    -4.9        
2023-07-26T05:00:00+02:00    -4.0    13.2        
2023-07-26T06:00:00+02:00    10.6    28.9        
2023-07-26T07:00:00+02:00    21.5    38.4        
2023-07-26T08:00:00+02:00    21.6    39.5        
2023-07-26T09:00:00+02:00    13.8    31.8        
2023-07-26T10:00:00+02:00    -1.4    16.9        
2023-07-26T11:00:00+02:00   -20.3    -1.9        
2023-07-26T12:00:00+02:00   -37.8   -19.9        
2023-07-26T13:00:00+02:00   -51.1   -32.8        
2023-07-26T14:00:00+02:00   -55.6   -37.8        
2023-07-26T15:00:00+02:00   -51.0   -34.5        
2023-07-26T16:00:00+02:00   -40.5   -24.1        
2023-07-26T17:00:00+02:00   -24.6    -9.2        
2023-07-26T18:00:00+02:00    -9.5     6.4        
2023-07-26T19:00:00+02:00     3.9    18.8        
2023-07-26T20:00:00+02:00     9.3    25.0        
2023-07-26T21:00:00+02:00     8.3    23.9        
2023-07-26T22:00:00+02:00     0.2    16.0        
2023-07-26T23:00:00+02:00   -11.7     3.5        
2023-07-27T00:00:00+02:00   -26.7   -10.3        
2023-07-27T01:00:00+02:00   -36.8   -21.4        
2023-07-27T02:00:00+02:00   -41.2   -26.6        
2023-07-27T03:00:00+02:00   -39.1   -24.6        
2023-07-27T04:00:00+02:00   -29.6   -15.8        
2023-07-27T05:00:00+02:00   -16.3    -2.1        
2023-07-27T06:00:00+02:00    -0.6    13.1        
2023-07-27T07:00:00+02:00    12.2    26.2        
2023-07-27T08:00:00+02:00    19.2    33.8        
2023-07-27T09:00:00+02:00    19.8    34.1        
2023-07-27T10:00:00+02:00    11.7    26.7        
2023-07-27T11:00:00+02:00    -1.8    13.1        
2023-07-27T12:00:00+02:00   -19.7    -3.7        
2023-07-27T13:00:00+02:00   -33.9   -19.7        
2023-07-27T14:00:00+02:00   -46.4   -31.0        
2023-07-27T15:00:00+02:00   -48.1   -35.4        
2023-07-27T16:00:00+02:00   -46.4   -32.5        
2023-07-27T17:00:00+02:00   -34.9   -23.0        
2023-07-27T18:00:00+02:00   -21.6    -9.2        
2023-07-27T19:00:00+02:00    -6.3     5.4        
2023-07-27T20:00:00+02:00     5.4    17.5        
2023-07-27T21:00:00+02:00    13.2    24.3        
2023-07-27T22:00:00+02:00    12.4    24.4        
2023-07-27T23:00:00+02:00     6.9    18.2        
2023-07-28T00:00:00+02:00    -5.8     7.4        
2023-07-28T01:00:00+02:00   -17.6    -5.2        
2023-07-28T02:00:00+02:00   -29.1   -15.9        
2023-07-28T03:00:00+02:00   -33.8   -21.9        
2023-07-28T04:00:00+02:00   -34.0   -21.6        
2023-07-28T05:00:00+02:00   -27.3   -15.1        
2023-07-28T06:00:00+02:00   -15.5    -3.7        
2023-07-28T07:00:00+02:00    -2.8     9.8        
2023-07-28T08:00:00+02:00    10.9    22.0        
2023-07-28T09:00:00+02:00    16.4    29.8        
2023-07-28T10:00:00+02:00    18.3    31.0        
2023-07-28T11:00:00+02:00    11.0    25.1        
2023-07-28T12:00:00+02:00    -1.0    13.1        
2023-07-28T13:00:00+02:00   -17.6    -2.6        
2023-07-28T14:00:00+02:00   -32.8   -18.1        
2023-07-28T15:00:00+02:00   -43.5   -29.9        
2023-07-28T16:00:00+02:00   -49.5   -35.4        
2023-07-28T17:00:00+02:00   -46.6   -33.8        
2023-07-28T18:00:00+02:00   -38.0   -25.2        
2023-07-28T19:00:00+02:00   -23.2   -11.6        
2023-07-28T20:00:00+02:00    -8.8     3.8        
2023-07-28T21:00:00+02:00     5.1    17.5        
2023-07-28T22:00:00+02:00    12.9    26.3        
2023-07-28T23:00:00+02:00    15.1    28.5        
2023-07-29T00:00:00+02:00     9.6    23.9        
2023-07-29T01:00:00+02:00    -1.3    13.6        
2023-07-29T02:00:00+02:00   -14.1     0.3        
2023-07-29T03:00:00+02:00   -27.3   -12.3        
2023-07-29T04:00:00+02:00   -34.8   -20.8        
2023-07-29T05:00:00+02:00   -37.5   -23.3        
2023-07-29T06:00:00+02:00   -32.0   -19.0        
2023-07-29T07:00:00+02:00   -21.4    -8.8        
2023-07-29T08:00:00+02:00    -7.4     4.7        
2023-07-29T09:00:00+02:00     5.2    18.2        
2023-07-29T10:00:00+02:00    15.8    28.1        
2023-07-29T11:00:00+02:00    18.0    31.5        
2023-07-29T12:00:00+02:00    13.9    27.3        
2023-07-29T13:00:00+02:00     0.9    16.1        
2023-07-29T14:00:00+02:00   -14.5     0.1        
2023-07-29T15:00:00+02:00   -31.2   -16.9        
2023-07-29T16:00:00+02:00   -44.5   -30.9        
2023-07-29T17:00:00+02:00   -50.9   -38.6        
2023-07-29T18:00:00+02:00   -50.3   -38.3        
2023-07-29T19:00:00+02:00   -41.6   -29.8        
2023-07-29T20:00:00+02:00   -25.5   -14.8        
2023-07-29T21:00:00+02:00    -8.6     3.2        
2023-07-29T22:00:00+02:00     8.2    20.0        
2023-07-29T23:00:00+02:00    20.0    31.8        
2023-07-30T00:00:00+02:00    23.4    35.9        
2023-07-30T01:00:00+02:00    20.2    31.7        
2023-07-30T02:00:00+02:00     7.3    20.1        
2023-07-30T03:00:00+02:00    -7.2     3.9        
2023-07-30T04:00:00+02:00   -23.3   -12.3        
2023-07-30T05:00:00+02:00   -34.8   -24.6        
2023-07-30T06:00:00+02:00   -39.6   -29.8        
2023-07-30T07:00:00+02:00   -35.7   -26.7        
2023-07-30T08:00:00+02:00   -23.6   -16.0        
2023-07-30T09:00:00+02:00    -8.1    -0.4        
2023-07-30T10:00:00+02:00     9.4    16.3        
2023-07-30T11:00:00+02:00    22.3    29.5        
2023-07-30T12:00:00+02:00    26.8    35.5        
2023-07-30T13:00:00+02:00    23.9    32.5        
2023-07-30T14:00:00+02:00    10.6    20.8        
2023-07-30T15:00:00+02:00    -7.5     2.6        
2023-07-30T16:00:00+02:00   -29.2   -17.6        
2023-07-30T17:00:00+02:00   -44.7   -34.8        
2023-07-30T18:00:00+02:00   -55.7   -44.9        
2023-07-30T19:00:00+02:00   -54.6   -45.1        
2023-07-30T20:00:00+02:00   -44.1   -35.1        
2023-07-30T21:00:00+02:00   -26.9   -17.0        
2023-07-30T22:00:00+02:00    -3.4     5.1        
2023-07-30T23:00:00+02:00    16.7    26.0        
2023-07-31T00:00:00+02:00    31.8    40.6        
2023-07-31T01:00:00+02:00    37.3    45.5        
2023-07-31T02:00:00+02:00    30.7    40.0        
2023-07-31T03:00:00+02:00    16.5    24.9        
2023-07-31T04:00:00+02:00    -4.8     4.1        
2023-07-31T05:00:00+02:00   -24.0   -17.0        
2023-07-31T06:00:00+02:00   -40.9   -33.1        
2023-07-31T07:00:00+02:00   -46.9   -40.2        
2023-07-31T08:00:00+02:00   -43.6   -36.7        
2023-07-31T09:00:00+02:00   -28.9   -23.6        
2023-07-31T10:00:00+02:00    -9.8    -3.9        
2023-07-31T11:00:00+02:00    11.6    17.2        
2023-07-31T12:00:00+02:00    25.4    34.1        
2023-07-31T13:00:00+02:00    33.9    42.1        
2023-07-31T14:00:00+02:00    28.5    39.0        
2023-07-31T15:00:00+02:00    16.0    25.1        
2023-07-31T16:00:00+02:00    -9.5     3.3        
2023-07-31T17:00:00+02:00   -32.4   -21.1        
2023-07-31T18:00:00+02:00   -53.3   -41.7        
2023-07-31T19:00:00+02:00   -63.3   -53.2        
2023-07-31T20:00:00+02:00   -63.6   -52.4        
2023-07-31T21:00:00+02:00   -49.7   -39.3        
2023-07-31T22:00:00+02:00   -26.6   -16.5        
2023-07-31T23:00:00+02:00     1.0    10.6        
2023-08-01T00:00:00+02:00    25.5    35.3        
2023-08-01T01:00:00+02:00    41.4    51.6        
