 1997 12 16 62.9076
 1997 12 17 62.9091
 1997 12 22 62.9171
 1997 12 23 62.9188
 1997 12 24 62.9204
 1997 12 25 62.9220
 1997 12 26 62.9236
 1997 12 27 62.9251
 1997 12 28 62.9265
 1997 12 29 62.9279
 1997 12 30 62.9292
 1997 12 31 62.9305
 1998  1  1 62.9320
 1998  1  2 62.9337
 1998  1  3 62.9355
 1998  1  4 62.9374
 1998  1  5 62.9394
 1998  1  6 62.9412
 1998  1  7 62.9432
 1998  1  8 62.9791
 1998  1  9 62.9808
 1998  1 10 62.9823
 1998  1 11 62.9837
 1998  1 12 62.9851
 1998  1 13 62.9866
 1998  1 14 62.9881
 1998  1 15 62.9897
 1998  1 16 62.9913
 1998  1 17 62.9930
 1998  1 18 62.9948
 1998  1 19 62.9965
 1998  1 20 62.9983
 1998  1 21 63.0000
 1998  1 22 63.0017
 1998  1 23 63.0035
 1998  1 24 63.0052
 1998  1 25 63.0069
 1998  1 26 63.0087
 1998  1 27 63.0103
 1998  1 28 63.0122
 1998  1 29 63.0144
 1998  1 30 63.0167
 1998  1 31 63.0192
 1998  2  1 63.0218
 1998  2  2 63.0243
 1998  2  3 63.0267
 1998  2  4 63.0291
 1998  2 10 63.0420
 1998  2 11 63.0440
 1998  2 12 63.0459
 1998  2 13 63.0479
 1998  2 14 63.0499
 1998  2 15 63.0520
 1998  2 16 63.0540
 1998  2 17 63.0558
 1998  2 18 63.0577
 1998  2 19 63.0595
 1998  2 20 63.0613
 1998  2 21 63.0631
 1998  2 22 63.0649
 1998  2 23 63.0667
 1998  2 24 63.0687
 1998  2 25 63.0708
 1998  2 26 63.0731
 1998  2 27 63.0755
 1998  2 28 63.0781
 1998  3  1 63.0807
 1998  3  2 63.0833
 1998  3  3 63.0858
 1998  3  4 63.0881
 1998  3  5 63.0903
 1998  3  6 63.0923
 1998  3  7 63.0942
 1998  3  8 63.0960
 1998  3  9 63.0979
 1998  3 10 63.0999
 1998  3 11 63.1019
 1998  3 12 63.1039
 1998  3 13 63.1060
 1998  3 14 63.1081
 1998  3 15 63.1102
 1998  3 16 63.1123
 1998  3 17 63.1143
 1998  3 18 63.1163
 1998  3 19 63.1181
 1998  3 20 63.1199
 1998  3 21 63.1217
 1998  3 22 63.1234
 1998  3 23 63.1252
 1998  3 24 63.1272
 1998  3 25 63.1293
 1998  3 26 63.1316
 1998  3 27 63.1341
 1998  3 28 63.1366
 1998  3 29 63.1392
 1998  3 30 63.1417
 1998  3 31 63.1440
 1998  4  1 63.1461
 1998  4  2 63.1481
 1998  4  3 63.1499
 1998  4  4 63.1517
 1998  4  5 63.1535
 1998  4  6 63.1553
 1998  4  7 63.1572
 1998  4  8 63.1592
 1998  4  9 63.1612
 1998  4 10 63.1632
 1998  4 11 63.1651
 1998  4 12 63.1671
 1998  4 13 63.1690
 1998  4 14 63.1710
 1998  4 15 63.1728
 1998  4 16 63.1745
 1998  4 17 63.1762
 1998  4 18 63.1778
 1998  4 19 63.1795
 1998  4 20 63.1813
 1998  4 21 63.1833
 1998  4 22 63.1854
 1998  4 23 63.1876
 1998  4 24 63.1901
 1998  4 25 63.1927
 1998  4 26 63.1952
 1998  4 27 63.1976
 1998  4 28 63.1997
 1998  4 29 63.2017
 1998  4 30 63.2035
 1998  5  1 63.2053
 1998  5  2 63.2070
 1998  5  3 63.2087
 1998  5  4 63.2105
 1998  5  5 63.2124
 1998  5  6 63.2142
 1998  5  7 63.2161
 1998  5  8 63.2179
 1998  5  9 63.2197
 1998  5 10 63.2215
 1998  5 11 63.2232
 1998  5 12 63.2248
 1998  5 13 63.2263
 1998  5 14 63.2278
 1998  5 15 63.2293
 1998  5 16 63.2307
 1998  5 17 63.2323
 1998  5 18 63.2339
 1998  5 19 63.2358
 1998  5 20 63.2379
 1998  5 21 63.2401
 1998  5 22 63.2425
 1998  5 23 63.2448
 1998  5 24 63.2471
 1998  5 25 63.2493
 1998  5 26 63.2512
 1998  5 27 63.2529
 1998  5 28 63.2546
 1998  5 29 63.2560
 1998  5 30 63.2573
 1998  5 31 63.2587
 1998  6  1 63.2601
 1998  6  2 63.2613
 1998  6  3 63.2626
 1998  6  4 63.2639
 1998  6  5 63.2651
 1998  6  6 63.2664
 1998  6  7 63.2675
 1998  6  8 63.2685
 1998  6  9 63.2693
 1998  6 10 63.2701
 1998  6 11 63.2707
 1998  6 12 63.2714
 1998  6 13 63.2721
 1998  6 14 63.2729
 1998  6 15 63.2738
 1998  6 16 63.2746
 1998  6 17 63.2757
 1998  6 18 63.2766
 1998  6 19 63.2776
 1998  6 20 63.2785
 1998  6 21 63.2793
 1998  6 22 63.2799
 1998  6 23 63.2806
 1998  6 24 63.2810
 1998  6 25 63.2814
 1998  6 26 63.2817
 1998  6 27 63.2821
 1998  6 28 63.2826
 1998  6 29 63.2831
 1998  6 30 63.2837
 1998  7  1 63.2843
 1998  7  2 63.2850
 1998  7  3 63.2856
 1998  7  4 63.2861
 1998  7  5 63.2865
 1998  7  6 63.2868
 1998  7  7 63.2869
 1998  7  8 63.2870
 1998  7  9 63.2870
 1998  7 10 63.2871
 1998  7 11 63.2872
 1998  7 12 63.2876
 1998  7 13 63.2881
 1998  7 14 63.2887
 1998  7 15 63.2894
 1998  7 21 63.2923
 1998  7 22 63.2924
 1998  7 23 63.2925
 1998  7 24 63.2927
 1998  7 25 63.2929
 1998  7 26 63.2933
 1998  7 27 63.2937
 1998  7 30 63.2952
 1998  7 31 63.2957
 1998  8  1 63.2961
 1998  8  2 63.2966
 1998  8  3 63.2969
 1998  8  4 63.2973
 1998  8  5 63.2976
 1998  8  6 63.2979
 1998  8  7 63.2982
 1998  8  8 63.2987
 1998  8  9 63.2993
 1998  8 10 63.3002
 1998  8 11 63.3013
 1998  8 12 63.3023
 1998  8 13 63.3033
 1998  8 14 63.3041
 1998  8 15 63.3048
 1998  8 16 63.3052
 1998  8 17 63.3055
 1998  8 18 63.3058
 1998  8 19 63.3060
 1998  8 20 63.3062
 1998  8 21 63.3065
 1998  8 22 63.3069
 1998  8 23 63.3073
 1998  8 24 63.3079
 1998  8 25 63.3084
 1998  8 26 63.3090
 1998  8 27 63.3097
 1998  8 28 63.3103
 1998  8 29 63.3108
 1998  8 30 63.3114
 1998  8 31 63.3119
 1998  9  1 63.3127
 1998  9  2 63.3134
 1998  9  3 63.3139
 1998  9  4 63.3147
 1998  9  5 63.3156
 1998  9  6 63.3168
 1998  9  7 63.3181
 1998  9  8 63.3195
 1998  9  9 63.3210
 1998  9 10 63.3225
 1998  9 11 63.3237
 1998  9 12 63.3247
 1998  9 13 63.3256
 1998  9 14 63.3263
 1998  9 15 63.3270
 1998  9 16 63.3277
 1998  9 17 63.3286
 1998  9 18 63.3294
 1998  9 19 63.3304
 1998  9 20 63.3314
 1998  9 21 63.3326
 1998  9 22 63.3337
 1998  9 23 63.3348
 1998  9 24 63.3358
 1998  9 25 63.3369
 1998  9 26 63.3378
 1998  9 27 63.3387
 1998  9 28 63.3396
 1998  9 29 63.3404
 1998  9 30 63.3413
 1998 10  1 63.3422
 1998 10  2 63.3433
 1998 10  3 63.3447
 1998 10  4 63.3464
 1998 10  5 63.3482
 1998 10  6 63.3500
 1998 10  7 63.3519
 1998 10  8 63.3537
 1998 10  9 63.3554
 1998 10 10 63.3569
 1998 10 11 63.3583
 1998 10 12 63.3596
 1998 10 13 63.3608
 1998 10 14 63.3620
 1998 10 15 63.3635
 1998 10 16 63.3648
 1998 10 17 63.3662
 1998 10 18 63.3677
 1998 10 19 63.3691
 1998 10 20 63.3706
 1998 10 21 63.3720
 1998 10 22 63.3734
 1998 10 23 63.3748
 1998 10 24 63.3760
 1998 10 25 63.3773
 1998 10 26 63.3785
 1998 10 27 63.3797
 1998 10 28 63.3809
 1998 10 29 63.3822
 1998 10 30 63.3836
 1998 10 31 63.3852
 1998 11  1 63.3871
 1998 11  2 63.3892
 1998 11  3 63.3914
 1998 11  4 63.3935
 1998 11  5 63.3954
 1998 11  6 63.3972
 1998 11  7 63.3988
 1998 11  8 63.4003
 1998 11  9 63.4018
 1998 11 10 63.4031
 1998 11 11 63.4046
 1998 11 12 63.4061
 1998 11 13 63.4076
 1998 11 14 63.4091
 1998 11 15 63.4106
 1998 11 16 63.4121
 1998 11 17 63.4136
 1998 11 18 63.4149
 1998 11 19 63.4163
 1998 11 20 63.4176
 1998 11 21 63.4188
 1998 11 22 63.4200
 1998 11 23 63.4213
 1998 11 24 63.4225
 1998 11 25 63.4238
 1998 11 26 63.4252
 1998 11 27 63.4267
 1998 11 28 63.4284
 1998 11 29 63.4303
 1998 11 30 63.4321
 1998 12  1 63.4339
 1998 12  2 63.4356
 1998 12  3 63.4371
 1998 12  4 63.4384
 1998 12  5 63.4397
 1998 12  6 63.4408
 1998 12  7 63.4419
 1998 12  8 63.4430
 1998 12  9 63.4441
 1998 12 10 63.4452
 1998 12 11 63.4464
 1998 12 12 63.4475
 1998 12 13 63.4487
 1998 12 14 63.4498
 1998 12 15 63.4508
 1998 12 16 63.4518
 1998 12 17 63.4527
 1998 12 18 63.4534
 1998 12 19 63.4541
 1998 12 20 63.4547
 1998 12 21 63.4554
 1998 12 22 63.4561
 1998 12 23 63.4568
 1998 12 24 63.4577
 1998 12 25 63.4588
 1998 12 26 63.4600
 1998 12 27 63.4614
 1998 12 28 63.4627
 1998 12 29 63.4641
 1999  1  6 63.4718
 1999  1  7 63.4728
 1999  1 20 63.4832
 1999  1 21 63.4842
 2000  1 21 63.8441
 2000  1 22 63.8450
 2000  1 23 63.8460
 2000  1 24 63.8472
 2000  1 25 63.8484
 1999  1 27 63.4920
 1999  1 28 63.4932
 1999  1 29 63.4943
 1999  1 30 63.4955
 1999  1 31 63.4966
 1999  2  1 63.4978
 1999  2  2 63.4991
 1999  2  3 63.5004
 1999  2  4 63.5017
 1999  2  5 63.5030
 1999  2  6 63.5043
 1999  2  7 63.5056
 1999  2  8 63.5068
 1999  2  9 63.5079
 1999  2 10 63.5091
 1999  2 11 63.5101
 1999  2 12 63.5110
 1999  2 13 63.5119
 1999  2 14 63.5129
 1999  2 15 63.5139
 1999  2 16 63.5151
 1999  2 17 63.5165
 1999  2 18 63.5179
 1999  2 19 63.5196
 1999  2 20 63.5213
 1999  2 21 63.5230
 1999  2 22 63.5245
 1999  2 23 63.5260
 1999  2 24 63.5271
 1999  2 25 63.5282
 1999  2 26 63.5291
 1999  2 27 63.5301
 1999  2 28 63.5310
 1999  3  1 63.5319
 1999  3  2 63.5329
 1999  3  3 63.5338
 1999  3  4 63.5347
 1999  3  5 63.5358
 1999  3  6 63.5368
 1999  3  7 63.5377
 1999  3  8 63.5385
 1999  3  9 63.5393
 1999  3 10 63.5401
 1999  3 11 63.5408
 1999  3 12 63.5415
 1999  3 13 63.5423
 1999  3 14 63.5432
 1999  3 15 63.5443
 1999  3 16 63.5455
 1999  3 17 63.5469
 1999  3 18 63.5484
 1999  3 19 63.5500
 1999  3 20 63.5517
 1999  3 21 63.5533
 1999  3 22 63.5549
 1999  3 23 63.5563
 1999  3 24 63.5577
 1999  3 25 63.5589
 2000  3 24 63.9033
 2000  3 25 63.9040
 2000  3 26 63.9046
 2000  3 27 63.9051
 2000  3 28 63.9055
 1999  3 31 63.5665
 1999  4  1 63.5679
 1999  4  2 63.5694
 1999  4  3 63.5708
 1999  4  4 63.5721
 1999  4  5 63.5733
 1999  4  6 63.5745
 1999  4  7 63.5756
 1999  4  8 63.5768
 1999  4  9 63.5778
 1999  4 10 63.5789
 1999  4 11 63.5801
 1999  4 12 63.5815
 1999  4 13 63.5831
 1999  4 14 63.5849
 1999  4 15 63.5869
 1999  4 16 63.5888
 1999  4 17 63.5907
 1999  4 18 63.5924
 1999  4 19 63.5940
 1999  4 20 63.5955
 1999  4 21 63.5968
 1999  4 22 63.5981
 1999  4 23 63.5993
 1999  4 24 63.6006
 1999  4 25 63.6019
 1999  4 26 63.6033
 1999  4 27 63.6047
 1999  4 28 63.6062
 1999  4 29 63.6077
 1999  4 30 63.6091
 1999  5  1 63.6105
 1999  5  2 63.6118
 1999  5  3 63.6129
 1999  5  4 63.6139
 1999  5  5 63.6147
 1999  5  6 63.6155
 1999  5  7 63.6162
 1999  5  8 63.6170
 1999  5  9 63.6179
 1999  5 10 63.6190
 1999  5 11 63.6202
 1999  5 12 63.6216
 1999  5 13 63.6232
 1999  5 14 63.6247
 1999  5 15 63.6263
 1999  5 16 63.6277
 1999  5 17 63.6289
 1999  5 18 63.6300
 1999  5 19 63.6309
 1999  5 20 63.6320
 1999  5 21 63.6331
 1999  5 22 63.6343
 1999  5 23 63.6355
 1999  5 24 63.6368
 1999  5 25 63.6381
 1999  5 26 63.6394
 1999  5 27 63.6405
 1999  5 28 63.6415
 1999  5 29 63.6424
 1999  5 30 63.6431
 1999  5 31 63.6438
 1999  6  1 63.6444
 1999  6  2 63.6450
 1999  6  3 63.6456
 1999  6  4 63.6462
 1999  6  5 63.6470
 1999  6  6 63.6478
 1999  6  7 63.6488
 1999  6  8 63.6499
 1999  6  9 63.6512
 1999  6 10 63.6525
 1999  6 11 63.6539
 1999  6 12 63.6551
 1999  6 13 63.6562
 1999  6 14 63.6570
 1999  6 15 63.6578
 1999  6 16 63.6584
 1999  6 17 63.6590
 1999  6 18 63.6597
 1999  6 19 63.6604
 1999  6 20 63.6612
 1999  6 21 63.6619
 1999  6 22 63.6626
 1999  6 23 63.6633
 1999  6 24 63.6638
 1999  6 25 63.6642
 1999  6 26 63.6644
 1999  6 27 63.6645
 1999  6 28 63.6645
 1999  6 29 63.6645
 1999  6 30 63.6643
 1999  7  1 63.6642
 1999  7  2 63.6641
 1999  7  3 63.6641
 1999  7  4 63.6643
 1999  7  5 63.6646
 1999  7  6 63.6651
 1999  7  7 63.6658
 1999  7  8 63.6665
 1999  7  9 63.6671
 1999  7 10 63.6676
 1999  7 11 63.6680
 1999  7 12 63.6682
 1999  7 13 63.6685
 1999  7 14 63.6688
 1999  7 15 63.6691
 1999  7 16 63.6696
 1999  7 17 63.6701
 1999  7 18 63.6706
 1999  7 19 63.6711
 1999  7 20 63.6716
 1999  7 21 63.6721
 1999  7 22 63.6724
 1999  7 23 63.6727
 1999  7 24 63.6728
 1999  7 25 63.6728
 1999  7 26 63.6728
 1999  7 27 63.6727
 1999  7 28 63.6728
 1999  7 29 63.6728
 1999  7 30 63.6731
 1999  7 31 63.6734
 1999  8  1 63.6740
 1999  8  2 63.6746
 1999  8  3 63.6754
 1999  8  4 63.6763
 1999  8  5 63.6771
 1999  8  6 63.6777
 1999  8  7 63.6781
 1999  8  8 63.6784
 1999  8  9 63.6786
 1999  8 10 63.6789
 1999  8 11 63.6791
 1999  8 12 63.6795
 1999  8 13 63.6800
 1999  8 14 63.6805
 1999  8 15 63.6812
 1999  8 16 63.6818
 1999  8 17 63.6825
 1999  8 18 63.6831
